answer_llm,answer_orig,document,question,course
"Yes, the grades from your nondegree courses will appear on your official Arizona State University transcript. All classes taken as a nondegree student will be for earned credit and will be listed with the grades earned.","Yes, you can attend Arizona State University as a nondegree student in order to take individual courses as prerequisites for a desired program, to transfer to another institution or for personal experience instead of applying and pursuing a full degree program. You will need to apply to ASU and be admitted as an ASU student. All classes taken as a nondegree student will be for earned credit and will be listed on an official ASU transcript with grade earned. Learn more about nondegree options.",26,Will the grades from my nondegree courses appear on my official transcript?,ASU Online
"Yes, you can take classes at ASU for personal development without applying for a degree. You can attend Arizona State University as a nondegree student to take individual courses for personal experience, among other reasons. However, you will need to apply to ASU and be admitted as a student. All classes taken as a nondegree student will earn credit and be listed on an official ASU transcript with the grade earned.","Yes, you can attend Arizona State University as a nondegree student in order to take individual courses as prerequisites for a desired program, to transfer to another institution or for personal experience instead of applying and pursuing a full degree program. You will need to apply to ASU and be admitted as an ASU student. All classes taken as a nondegree student will be for earned credit and will be listed on an official ASU transcript with grade earned. Learn more about nondegree options.",26,Can I take classes at ASU for personal development without applying for a degree?,ASU Online
"International applicants to ASU Online should select the visa classification 'JN' when completing their application. It's important to note that student visas are not available for online students, and those currently residing in the U.S. with F1 visas cannot enroll in online programs.",International students residing outside of the U.S. should select the visa type 'JN' when completing the application. Student visas are not available to online students and students currently residing in the U.S. with F1 visas cannot enroll in online programs. Learn more about international student admission.,27,What visa classification is required for international applicants to ASU Online?,ASU Online
"If you are an international student applying to ASU Online, you should select the visa type 'JN' when completing your application. Student visas are not available to online students, and those currently residing in the U.S. with F1 visas cannot enroll in online programs.",International students residing outside of the U.S. should select the visa type 'JN' when completing the application. Student visas are not available to online students and students currently residing in the U.S. with F1 visas cannot enroll in online programs. Learn more about international student admission.,27,Which visa type should I choose if I am an international student applying to ASU Online?,ASU Online
"No, online students are not eligible for student visas when applying to ASU. Student visas are not available to online students, and those currently residing in the U.S. with F1 visas cannot enroll in online programs.",International students residing outside of the U.S. should select the visa type 'JN' when completing the application. Student visas are not available to online students and students currently residing in the U.S. with F1 visas cannot enroll in online programs. Learn more about international student admission.,27,Are online students eligible for student visas when applying to ASU?,ASU Online
"No, a student with an F1 visa cannot enroll in ASU Online programs. Students currently residing in the U.S. with F1 visas are not eligible to enroll in online programs, as student visas are not available to online students.",International students residing outside of the U.S. should select the visa type 'JN' when completing the application. Student visas are not available to online students and students currently residing in the U.S. with F1 visas cannot enroll in online programs. Learn more about international student admission.,27,Can a student with an F1 visa enroll in ASU Online programs?,ASU Online
"International students living outside the U.S. should select the visa type 'JN' when applying to ASU Online, as student visas are not available to online students.",International students residing outside of the U.S. should select the visa type 'JN' when completing the application. Student visas are not available to online students and students currently residing in the U.S. with F1 visas cannot enroll in online programs. Learn more about international student admission.,27,What should international students do if they live outside the U.S. regarding their visa type?,ASU Online
"No, the New American University Scholarship is not transferable to online students.",No campus scholarships are transferable to online.,28,Is the New American University Scholarship applicable to online students?,ASU Online
"No, campus scholarships are not transferable to online degree programs.",No campus scholarships are transferable to online.,28,Can I use campus scholarships for online degree programs?,ASU Online
"Yes, ASU offers a variety of scholarships, but no campus scholarships are transferable to online students. However, online-degree-seeking undergraduate students may qualify for gift assistance, which includes federal student aid or grants. Graduate students can find scholarships from private donors through ASU's scholarship search portal. For more details, it is recommended to explore the Scholarships page or visit Arizona State University's Financial Aid and Scholarship Services website.",No campus scholarships are transferable to online.,28,Are there any scholarships available specifically for online students?,ASU Online
"As an online student at ASU, you may be eligible for various types of financial aid, including federal student aid and grants for undergraduate students who demonstrate exceptional financial need. To qualify for grants, you will need to submit a complete Free Application for Federal Student Aid (FAFSA). However, please note that graduate students do not qualify for these federal grants but can look for scholarships from private donors and can also access federal student loans and private education loans. For detailed information on your financial aid options, it is advisable to visit ASU's Financial Aid and Scholarship Services website or contact a financial aid counselor.",No campus scholarships are transferable to online.,28,What types of financial aid can I receive as an online student?,ASU Online
"To find out more about online scholarship opportunities at ASU, you can look for scholarships from private donors through ASU's scholarship search portal. Additionally, visiting Arizona State University's Financial Aid and Scholarship Services website can provide more information about different types of federal aid and scholarships available for online-degree-seeking students.",No campus scholarships are transferable to online.,28,How can I find out more about online scholarship opportunities at ASU?,ASU Online
"Yes, you are eligible to enroll in a bachelor's program at ASU Online if you have already completed one. You can earn a second bachelor's degree and will be considered a transfer student during the admission and application process. Additionally, you may potentially earn transfer credit for some of the courses from your first bachelor's degree.","Yes, you can earn a second bachelor's degree at ASU Online. You'll be considered a transfer student during the admission and application process. You can also potentially earn transfer credit for some of the courses from your first bachelor's degree.",29,Am I eligible to enroll in a bachelor's program at ASU Online if I have already completed one?,ASU Online
"Yes, it is possible to pursue a second bachelor's degree at ASU Online. You will be considered a transfer student during the admission and application process, and you may also earn transfer credit for some courses from your first bachelor's degree.","Yes, you can earn a second bachelor's degree at ASU Online. You'll be considered a transfer student during the admission and application process. You can also potentially earn transfer credit for some of the courses from your first bachelor's degree.",29,Is it possible to pursue a second bachelor's degree at ASU Online?,ASU Online
"Yes, if you apply with a previous bachelor's degree, you will be classified as a transfer student during the admission and application process.","Yes, you can earn a second bachelor's degree at ASU Online. You'll be considered a transfer student during the admission and application process. You can also potentially earn transfer credit for some of the courses from your first bachelor's degree.",29,Will I be classified as a transfer student if I apply with a previous bachelor's degree?,ASU Online
"Yes, you can potentially receive transfer credit for some of the courses taken during your first bachelor's degree when you enroll in a second bachelor's degree program at ASU Online.","Yes, you can earn a second bachelor's degree at ASU Online. You'll be considered a transfer student during the admission and application process. You can also potentially earn transfer credit for some of the courses from your first bachelor's degree.",29,Can I receive transfer credit for courses taken during my first bachelor's degree?,ASU Online
"If you have an existing bachelor's degree and want to enroll in a bachelor's degree program at ASU Online, you can earn a second bachelor's degree. In this case, you will be considered a transfer student during the admission and application process. Additionally, you may be able to earn transfer credit for some of the courses from your first bachelor's degree. You will need to submit an application and provide transcripts from every institution you've attended to complete your application.","Yes, you can earn a second bachelor's degree at ASU Online. You'll be considered a transfer student during the admission and application process. You can also potentially earn transfer credit for some of the courses from your first bachelor's degree.",29,What is the admission process for someone with an existing bachelor's degree?,ASU Online
"Yes, you can apply to ASU Online at any time when you are ready. However, there are preferred application deadlines for fall, spring, and summer semesters. To ensure you use the correct application, it is recommended to apply from the ASU Online site.","You can apply when you are ready. There are preferred application deadlines for fall, spring and summer. In order to be sure that you use the correct application, apply from the ASU Online site.",30,Is there a specific timeline for applying to ASU Online?,ASU Online
You should submit your application for ASU Online from the ASU Online site to ensure you use the correct application.,"You can apply when you are ready. There are preferred application deadlines for fall, spring and summer. In order to be sure that you use the correct application, apply from the ASU Online site.",30,Where should I submit my application for ASU Online?,ASU Online
"Yes, there are preferred application deadlines for each semester—fall, spring, and summer. It is recommended to check the specific deadlines on the ASU Online site to ensure that you are using the correct application.","You can apply when you are ready. There are preferred application deadlines for fall, spring and summer. In order to be sure that you use the correct application, apply from the ASU Online site.",30,Are there deadlines that I should be aware of for the application process?,ASU Online
"Based on the information provided, the context does not explicitly state whether applications can be submitted at any time of the year. Therefore, I cannot confirm if you can submit your application at any time. For specific application deadlines or policies, it would be best to check directly with ASU Online or their admissions office.","You can apply when you are ready. There are preferred application deadlines for fall, spring and summer. In order to be sure that you use the correct application, apply from the ASU Online site.",30,Can I submit my application at any time of the year?,ASU Online
"Before applying to ASU Online, you should consider the following factors:

1. **Visa Requirements**: If you are an international student residing outside of the U.S., you need to select the visa type 'JN' in your application, as student visas are not available for online students. If you currently reside in the U.S. with an F1 visa, you cannot enroll in online programs.

2. **Financial Considerations**: It's advisable to use the Arizona State University tuition calculator to estimate the potential costs of your degree before applying or enrolling. You can also contact a financial aid counselor for more personalized assistance.

3. **Course Structure**: Most online courses at ASU are offered asynchronously, meaning there are no set log-in times, but some courses may have synchronous components. It’s important to carefully read the syllabus for each class to understand the expectations related to attendance and participation.

4. **Admission Requirements**: If you do not meet the standard admission requirements, consider the Earned Admission track for undergraduate programs, which allows you to gain admission by completing a certain number of credit hours. For graduate programs, you should research specific admission standards or discuss your options with an enrollment coach if not accepted.

5. **Nondegree Options**: You can apply as a nondegree student if you wish to take individual courses for personal enrichment, prerequisites, or transfer purposes. 

6. **Transfer of Credits**: Keep in mind that while ASU Online credits are treated the same as on-campus credits, transfer eligibility depends on the receiving institution.

7. **Previous Applications**: If you were previously accepted into an on-campus program, you do not need to reapply to become an online student as long as you were enrolled.

These considerations can help you prepare effectively for your application to ASU Online.","You can apply when you are ready. There are preferred application deadlines for fall, spring and summer. In order to be sure that you use the correct application, apply from the ASU Online site.",30,What should I consider before applying to ASU Online?,ASU Online
"No, online students are not allowed to live in dormitories or participate in on-campus housing. Dorms and on-campus living are reserved for campus-based students. However, online students can use other campus spaces open to the public and join clubs or attend campus events.","Online students can use any Arizona State University campus space open to the public, including Memorial Union, Civic Space Park, University Center buildings and libraries. However, dorms and on-campus living are reserved for campus-based students.Online students also have the opportunity to join ASU clubs and attend campus events, including career fairs and sporting events. Tickets for football games and other athletic events are not included with tuition or discounted for online students. These tickets can be purchased from the ASU athletics website. Learn more about online clubs and #SunDevilNation.",31,Are online students allowed to live in dormitories or participate in on-campus housing?,ASU Online
"Online students at Arizona State University can access any campus space that is open to the public, such as Memorial Union, Civic Space Park, University Center buildings, and libraries. They can also join ASU clubs and attend campus events, including career fairs and sporting events. However, on-campus living in dorms is only available to campus-based students. Additionally, online students have opportunities to participate in research, with many research options available remotely.","Online students can use any Arizona State University campus space open to the public, including Memorial Union, Civic Space Park, University Center buildings and libraries. However, dorms and on-campus living are reserved for campus-based students.Online students also have the opportunity to join ASU clubs and attend campus events, including career fairs and sporting events. Tickets for football games and other athletic events are not included with tuition or discounted for online students. These tickets can be purchased from the ASU athletics website. Learn more about online clubs and #SunDevilNation.",31,What facilities can online students access at Arizona State University?,ASU Online
"Yes, online students can join ASU clubs and organizations as well as attend campus events, including career fairs and sporting events. However, dorms and on-campus living are reserved for campus-based students.","Online students can use any Arizona State University campus space open to the public, including Memorial Union, Civic Space Park, University Center buildings and libraries. However, dorms and on-campus living are reserved for campus-based students.Online students also have the opportunity to join ASU clubs and attend campus events, including career fairs and sporting events. Tickets for football games and other athletic events are not included with tuition or discounted for online students. These tickets can be purchased from the ASU athletics website. Learn more about online clubs and #SunDevilNation.",31,Can online students become members of ASU clubs and organizations?,ASU Online
"Yes, online students are permitted to attend on-campus events and activities. They have the opportunity to join ASU clubs and participate in campus events, including career fairs and sporting events. However, tickets for football games and other athletic events are not included with tuition for online students and must be purchased separately from the ASU athletics website.","Online students can use any Arizona State University campus space open to the public, including Memorial Union, Civic Space Park, University Center buildings and libraries. However, dorms and on-campus living are reserved for campus-based students.Online students also have the opportunity to join ASU clubs and attend campus events, including career fairs and sporting events. Tickets for football games and other athletic events are not included with tuition or discounted for online students. These tickets can be purchased from the ASU athletics website. Learn more about online clubs and #SunDevilNation.",31,Are online students permitted to attend on-campus events and activities?,ASU Online
Online students at ASU can obtain tickets for athletic events by purchasing them from the ASU athletics website. It’s important to note that tickets for football games and other athletic events are not included with tuition or offered at a discount for online students.,"Online students can use any Arizona State University campus space open to the public, including Memorial Union, Civic Space Park, University Center buildings and libraries. However, dorms and on-campus living are reserved for campus-based students.Online students also have the opportunity to join ASU clubs and attend campus events, including career fairs and sporting events. Tickets for football games and other athletic events are not included with tuition or discounted for online students. These tickets can be purchased from the ASU athletics website. Learn more about online clubs and #SunDevilNation.",31,How do online students obtain tickets for athletic events at ASU?,ASU Online
"You can expect to view your billing statement and make payments online through My ASU. For more information regarding payment options, you can visit the Tuition and Billing section on the ASU website.",Students may view their billing statement and pay online through My ASU.Visit Tuition and Billing to learn about payment options and get additional information.,32,When can I expect to receive my billing statement for the courses I registered for?,ASU Online
"Yes, you can view your billing statement online through My ASU. Visit the Tuition and Billing section for more information on payment options and additional details.",Students may view their billing statement and pay online through My ASU.Visit Tuition and Billing to learn about payment options and get additional information.,32,Is there a way to view my billing statement online?,ASU Online
"You can view your billing statement and pay online through My ASU. To learn about the available payment options for your tuition, it's recommended to visit the Tuition and Billing section on the ASU website.",Students may view their billing statement and pay online through My ASU.Visit Tuition and Billing to learn about payment options and get additional information.,32,What are the payment options available for my tuition?,ASU Online
"You can access additional information regarding billing by visiting the Tuition and Billing section through My ASU. There, you can view your billing statement and learn about payment options.",Students may view their billing statement and pay online through My ASU.Visit Tuition and Billing to learn about payment options and get additional information.,32,How can I access additional information regarding billing?,ASU Online
"To manage your tuition payments, you should use My ASU. Students can view their billing statement and pay online through this platform. For more information about payment options, you can visit the Tuition and Billing section on My ASU.",Students may view their billing statement and pay online through My ASU.Visit Tuition and Billing to learn about payment options and get additional information.,32,What platform should I use to manage my tuition payments?,ASU Online
"There is no standard application fee waiver or reduced fee option for the $70 application fee. Fee waivers are only considered on a case-by-case basis, and you should contact your enrollment coach for more information.",There is no standard application fee waiver or reduced fee option. Fee waivers are only considered on a case-by-case basis. Contact your enrollment coach for more information.,33,Are there any options to waive or reduce the $70 application fee?,ASU Online
"To find out more about potential fee waivers for your application, you should contact your enrollment coach. Fee waivers are considered on a case-by-case basis, and your enrollment coach can provide more specific information.",There is no standard application fee waiver or reduced fee option. Fee waivers are only considered on a case-by-case basis. Contact your enrollment coach for more information.,33,How can I find out more about potential fee waivers for my application?,ASU Online
"Yes, the application fee waiver is only available under certain circumstances. Fee waivers are considered on a case-by-case basis, and there is no standard application fee waiver or reduced fee option. You should contact your enrollment coach for more information.",There is no standard application fee waiver or reduced fee option. Fee waivers are only considered on a case-by-case basis. Contact your enrollment coach for more information.,33,Is the application fee waiver only available under certain circumstances?,ASU Online
"For details regarding fee waivers, you should contact your enrollment coach for more information, as fee waivers are considered on a case-by-case basis.",There is no standard application fee waiver or reduced fee option. Fee waivers are only considered on a case-by-case basis. Contact your enrollment coach for more information.,33,Who should I contact for details regarding fee waivers?,ASU Online
"No, you cannot expect a standard application fee waiver when applying. There is no standard application fee waiver or reduced fee option; fee waivers are only considered on a case-by-case basis. For more information, you should contact your enrollment coach.",There is no standard application fee waiver or reduced fee option. Fee waivers are only considered on a case-by-case basis. Contact your enrollment coach for more information.,33,Can I expect a standard application fee waiver when applying?,ASU Online
"Before you can enroll in online classes at Arizona State University, you must complete the following steps:

1. Submit an application to ASU Online.
2. The admissions team will require transcripts from every institution you've attended to complete your application. Be aware that it may take two to three weeks for these transcripts to be sent by mail or electronically.
3. After your application is complete, you can expect to receive an admission decision, which can take anywhere from five business days to four weeks, depending on the volume of applications.
4. Once you receive an admission decision, you can then enroll in courses for the upcoming semester.","You can start taking classes online after you receive an admission decision and enroll in courses for the upcoming semester at Arizona State University.Once you submit an application to ASU Online, the admission team will need transcripts from every institution you've attended to complete your application. The process of other institutions sending transcripts by mail or electronically through an approved transcripts service may take two to three weeks on average. Once your application is complete, it can take anywhere from five business days to four weeks to receive an admission decision. The time it takes is dependent on the volume of student applications.",34,What steps must I complete before I can enroll in online classes at Arizona State University?,ASU Online
"Once your application is complete, it can take anywhere from five business days to four weeks to receive an admission decision, depending on the volume of student applications.","You can start taking classes online after you receive an admission decision and enroll in courses for the upcoming semester at Arizona State University.Once you submit an application to ASU Online, the admission team will need transcripts from every institution you've attended to complete your application. The process of other institutions sending transcripts by mail or electronically through an approved transcripts service may take two to three weeks on average. Once your application is complete, it can take anywhere from five business days to four weeks to receive an admission decision. The time it takes is dependent on the volume of student applications.",34,How long does it take to receive an admission decision after submitting an application?,ASU Online
"The time taken to process applications at ASU Online is influenced by the following factors:

1. **Transcript Submission**: The admission team requires transcripts from every institution attended, and the time for these transcripts to be sent can take two to three weeks on average.

2. **Application Completeness**: The application must be complete before processing can proceed. This includes receiving all transcripts.

3. **Volume of Applications**: The processing time for an admission decision can vary based on the volume of student applications currently being handled by the admission team.

Once the application is complete, the decision can take anywhere from five business days to four weeks to be made.","You can start taking classes online after you receive an admission decision and enroll in courses for the upcoming semester at Arizona State University.Once you submit an application to ASU Online, the admission team will need transcripts from every institution you've attended to complete your application. The process of other institutions sending transcripts by mail or electronically through an approved transcripts service may take two to three weeks on average. Once your application is complete, it can take anywhere from five business days to four weeks to receive an admission decision. The time it takes is dependent on the volume of student applications.",34,What factors influence the time taken to process applications at ASU Online?,ASU Online
The average duration for receiving transcripts from other institutions is typically two to three weeks.,"You can start taking classes online after you receive an admission decision and enroll in courses for the upcoming semester at Arizona State University.Once you submit an application to ASU Online, the admission team will need transcripts from every institution you've attended to complete your application. The process of other institutions sending transcripts by mail or electronically through an approved transcripts service may take two to three weeks on average. Once your application is complete, it can take anywhere from five business days to four weeks to receive an admission decision. The time it takes is dependent on the volume of student applications.",34,What is the average duration for receiving transcripts from other institutions?,ASU Online
"No, you cannot start classes immediately after applying to ASU Online. You must first receive an admission decision and then enroll in courses for the upcoming semester. After submitting your application, the admission team will need transcripts from all the institutions you've attended, which may take two to three weeks to receive. Once your application is complete, it can take anywhere from five business days to four weeks to get an admission decision, depending on the volume of applications.","You can start taking classes online after you receive an admission decision and enroll in courses for the upcoming semester at Arizona State University.Once you submit an application to ASU Online, the admission team will need transcripts from every institution you've attended to complete your application. The process of other institutions sending transcripts by mail or electronically through an approved transcripts service may take two to three weeks on average. Once your application is complete, it can take anywhere from five business days to four weeks to receive an admission decision. The time it takes is dependent on the volume of student applications.",34,Can I start classes immediately after applying to ASU Online?,ASU Online
"If you were accepted to a campus program and are now considering ASU Online, you do not need to reapply for ASU Online if you were already admitted and enrolled in an on-campus program. However, if you did not finish the application or were admitted but never attended Arizona State University, your application will expire over time, and you might need to submit a new application in those situations.","If you're admitted and enrolled in an on-campus program, you don't need to submit a new application to become an online student. If you didn't finish the application or you were admitted but never attended Arizona State University, your application will expire over time. This means you might need to submit a new application in these situations.",35,"If I was accepted to a campus program, do I need to reapply for ASU Online?",ASU Online
"If you were admitted to ASU but did not attend, your application will expire over time. This means you may need to submit a new application if you wish to enroll in the future.","If you're admitted and enrolled in an on-campus program, you don't need to submit a new application to become an online student. If you didn't finish the application or you were admitted but never attended Arizona State University, your application will expire over time. This means you might need to submit a new application in these situations.",35,What happens to my application if I was admitted but didn't attend ASU?,ASU Online
"No, you do not need to complete a new application to transition to ASU Online if you were previously accepted to an on-campus program and are currently enrolled. However, if you didn't finish the application or were admitted but never attended Arizona State University, your application may expire, and you might need to submit a new application in those cases.","If you're admitted and enrolled in an on-campus program, you don't need to submit a new application to become an online student. If you didn't finish the application or you were admitted but never attended Arizona State University, your application will expire over time. This means you might need to submit a new application in these situations.",35,Is a new application required for transitioning to ASU Online from an on-campus program?,ASU Online
"If your ASU application expired due to inactivity, you will need to submit a new application. This is necessary if you either did not finish your application or were admitted but never attended Arizona State University.","If you're admitted and enrolled in an on-campus program, you don't need to submit a new application to become an online student. If you didn't finish the application or you were admitted but never attended Arizona State University, your application will expire over time. This means you might need to submit a new application in these situations.",35,What should I do if my ASU application expired due to inactivity?,ASU Online
"Yes, if you didn't finish the application process for the on-campus program or were admitted but never attended Arizona State University, your application will expire over time. In these situations, you would need to submit a new application.","If you're admitted and enrolled in an on-campus program, you don't need to submit a new application to become an online student. If you didn't finish the application or you were admitted but never attended Arizona State University, your application will expire over time. This means you might need to submit a new application in these situations.",35,Do I need to resubmit my application if I didn't complete the process for the on-campus program?,ASU Online
"ASU Online offers classes in the spring and fall semesters, as well as summer sessions. Specifically, students can enroll in up to 18 credit hours for the spring and fall semesters and 7 credits for each summer session.","For most programs, ASU Online offers six start dates each year. There are two starts during the spring semester, two during fall and two over the summer. Check the academic calendar for specific dates.",36,How many times a year does ASU Online offer classes?,ASU Online
"ASU Online offers six start dates each year: two during the spring semester, two during the fall semester, and two over the summer. For specific dates, it is recommended to check the academic calendar.","For most programs, ASU Online offers six start dates each year. There are two starts during the spring semester, two during fall and two over the summer. Check the academic calendar for specific dates.",36,What are the specific start dates for classes at ASU Online?,ASU Online
"Yes, there are different start times for spring, fall, and summer semesters. ASU Online offers two start dates during the spring semester, two during the fall, and two over the summer. For specific dates, you should check the academic calendar.","For most programs, ASU Online offers six start dates each year. There are two starts during the spring semester, two during fall and two over the summer. Check the academic calendar for specific dates.",36,"Are there different start times for spring, fall, and summer semesters?",ASU Online
"The context provided does not specify how often ASU Online has new classes. Therefore, I cannot provide an answer to that question based on the available information.","For most programs, ASU Online offers six start dates each year. There are two starts during the spring semester, two during fall and two over the summer. Check the academic calendar for specific dates.",36,How often does ASU Online have new classes?,ASU Online
"Yes, you can check the academic calendar for ASU Online for specific dates related to class start dates. ASU Online offers six start dates each year, with two starts in the spring, two in the fall, and two over the summer.","For most programs, ASU Online offers six start dates each year. There are two starts during the spring semester, two during fall and two over the summer. Check the academic calendar for specific dates.",36,Is there a way to check the academic calendar for ASU Online?,ASU Online
"If your GPA falls short of the required GPA for your desired major at ASU Online, you have a couple of options. You can work with an academic advisor to explore options if you meet the general admission requirements for Arizona State University. If you do not meet the general admission requirements, you can participate in the Earned Admission program, where you will take university courses on the Universal Learner platform. Once you achieve a cumulative 2.75 GPA by completing the necessary number of classes, you will be admitted into a degree that meets the general admission requirements for ASU Online.","You have a couple of options if you don't meet the GPA required by your major of choice. If you still meet general admission requirements for Arizona State University, you can work with an academic advisor for the degree you want to pursue to explore your options.   If you do not meet general admission requirements for ASU, you can participate in Earned Admission. In this program, you'll take university courses offered on our Universal Learner platform. Once you take the number of classes needed to earn a cumulative 2.75 GPA, you'll be admitted into a general admission requirement degree with ASU Online. From initial registration to admission into ASU, learn how Earned Admission works.",37,What options do I have if my GPA falls short of my desired major for ASU Online?,ASU Online
"Yes, you can still gain admission to ASU Online even if you don't meet the GPA criteria for your chosen degree. If you meet the general admission requirements for Arizona State University, you can work with an academic advisor to explore your options. Additionally, if you do not meet the general admission requirements, you can participate in the Earned Admission program, where you will take university courses to earn a cumulative GPA of 2.75 to gain admission.","You have a couple of options if you don't meet the GPA required by your major of choice. If you still meet general admission requirements for Arizona State University, you can work with an academic advisor for the degree you want to pursue to explore your options.   If you do not meet general admission requirements for ASU, you can participate in Earned Admission. In this program, you'll take university courses offered on our Universal Learner platform. Once you take the number of classes needed to earn a cumulative 2.75 GPA, you'll be admitted into a general admission requirement degree with ASU Online. From initial registration to admission into ASU, learn how Earned Admission works.",37,Can I gain admission to ASU Online if I don't meet the GPA criteria for my chosen degree?,ASU Online
"If you don't meet the general admission requirements for ASU, you can participate in the Earned Admission program. In this program, you will take university courses offered on the Universal Learner platform. Once you earn a cumulative GPA of 2.75 by completing the required number of classes, you will be admitted into a degree program that meets ASU's general admission requirements. To start this process, submit an undergraduate application to ASU, and an enrollment advisor will reach out to provide more details.","You have a couple of options if you don't meet the GPA required by your major of choice. If you still meet general admission requirements for Arizona State University, you can work with an academic advisor for the degree you want to pursue to explore your options.   If you do not meet general admission requirements for ASU, you can participate in Earned Admission. In this program, you'll take university courses offered on our Universal Learner platform. Once you take the number of classes needed to earn a cumulative 2.75 GPA, you'll be admitted into a general admission requirement degree with ASU Online. From initial registration to admission into ASU, learn how Earned Admission works.",37,What steps should I take if I don't meet the general admission requirements for ASU?,ASU Online
"Yes, there is a specific program called Earned Admission that allows students to improve their GPA for admission to ASU Online. In this program, students can take and pass 12 or 24 credit hours of first-year ASU courses. Once they achieve a cumulative GPA of 2.75, they can be admitted to a degree program that meets ASU's general admission requirements.","You have a couple of options if you don't meet the GPA required by your major of choice. If you still meet general admission requirements for Arizona State University, you can work with an academic advisor for the degree you want to pursue to explore your options.   If you do not meet general admission requirements for ASU, you can participate in Earned Admission. In this program, you'll take university courses offered on our Universal Learner platform. Once you take the number of classes needed to earn a cumulative 2.75 GPA, you'll be admitted into a general admission requirement degree with ASU Online. From initial registration to admission into ASU, learn how Earned Admission works.",37,Is there a specific program that allows students to improve their GPA for admission to ASU Online?,ASU Online
"The Earned Admission program at ASU Online is designed for students who do not meet the typical admission requirements. It allows prospective students to take university courses through ASU's Universal Learner platform. To gain admission into a degree program with general admission requirements, students must complete a required number of first-year ASU courses (either 12 or 24 credit hours) and achieve a cumulative GPA of 2.75 or higher. Once these conditions are met, students will be admitted to ASU Online.","You have a couple of options if you don't meet the GPA required by your major of choice. If you still meet general admission requirements for Arizona State University, you can work with an academic advisor for the degree you want to pursue to explore your options.   If you do not meet general admission requirements for ASU, you can participate in Earned Admission. In this program, you'll take university courses offered on our Universal Learner platform. Once you take the number of classes needed to earn a cumulative 2.75 GPA, you'll be admitted into a general admission requirement degree with ASU Online. From initial registration to admission into ASU, learn how Earned Admission works.",37,How does the Earned Admission program work for prospective ASU Online students?,ASU Online
"To estimate the cost of your degree at ASU Online before applying, you can use the Arizona State University tuition calculator. This tool will help you estimate the potential costs associated with your degree. Additionally, if you have specific questions or need more guidance, you can contact a financial aid counselor by calling 855-278-5080.","If you're interested in getting an estimated cost before applying or enrolling, we encourage you to use the Arizona State University tuition calculator. The tuition calculator will estimate the potential costs of your degree. You may also get in touch with a financial aid counselor by calling 855-278-5080.",38,How can I estimate the cost of my degree at ASU Online before applying?,ASU Online
"Yes, you can connect with a financial aid advisor prior to your enrollment. You can get in touch with a financial aid counselor by calling 855-278-5080. Additionally, you can use the Arizona State University tuition calculator to get an estimated cost before applying or enrolling.","If you're interested in getting an estimated cost before applying or enrolling, we encourage you to use the Arizona State University tuition calculator. The tuition calculator will estimate the potential costs of your degree. You may also get in touch with a financial aid counselor by calling 855-278-5080.",38,Is there a way to connect with a financial aid advisor prior to my enrollment?,ASU Online
"To calculate potential tuition costs at ASU, you should use the Arizona State University tuition calculator. This tool will estimate the potential costs of your degree based on your program, transfer credits, and course load.","If you're interested in getting an estimated cost before applying or enrolling, we encourage you to use the Arizona State University tuition calculator. The tuition calculator will estimate the potential costs of your degree. You may also get in touch with a financial aid counselor by calling 855-278-5080.",38,What tool should I use to calculate potential tuition costs at ASU?,ASU Online
