answer_llm,answer_orig,document,question,course
"Yes, the courses you take as a nondegree student will count for earned credit. They will be listed on an official ASU transcript with the grade earned.","Yes, you can attend Arizona State University as a nondegree student in order to take individual courses as prerequisites for a desired program, to transfer to another institution or for personal experience instead of applying and pursuing a full degree program. You will need to apply to ASU and be admitted as an ASU student. All classes taken as a nondegree student will be for earned credit and will be listed on an official ASU transcript with grade earned. Learn more about nondegree options.",26,Will the courses I take as a nondegree student count for credit?,ASU Online
"Yes, all classes taken as a nondegree student at Arizona State University will be for earned credit and will be listed on an official ASU transcript with the grade earned.","Yes, you can attend Arizona State University as a nondegree student in order to take individual courses as prerequisites for a desired program, to transfer to another institution or for personal experience instead of applying and pursuing a full degree program. You will need to apply to ASU and be admitted as an ASU student. All classes taken as a nondegree student will be for earned credit and will be listed on an official ASU transcript with grade earned. Learn more about nondegree options.",26,Will the grades from my nondegree courses appear on my official transcript?,ASU Online
"Yes, you can take classes at Arizona State University for personal development as a nondegree student. You will need to apply to ASU and be admitted as a nondegree student. All classes taken will be for earned credit and will appear on an official ASU transcript with the grade earned.","Yes, you can attend Arizona State University as a nondegree student in order to take individual courses as prerequisites for a desired program, to transfer to another institution or for personal experience instead of applying and pursuing a full degree program. You will need to apply to ASU and be admitted as an ASU student. All classes taken as a nondegree student will be for earned credit and will be listed on an official ASU transcript with grade earned. Learn more about nondegree options.",26,Can I take classes at ASU for personal development without applying for a degree?,ASU Online
"International students applying to ASU Online should select the visa type 'JN' when completing their application. Student visas are not available for online students, and students currently in the U.S. with F1 visas cannot enroll in online programs.",International students residing outside of the U.S. should select the visa type 'JN' when completing the application. Student visas are not available to online students and students currently residing in the U.S. with F1 visas cannot enroll in online programs. Learn more about international student admission.,27,What visa classification is required for international applicants to ASU Online?,ASU Online
"If you are an international student applying to ASU Online and residing outside of the U.S., you should select the visa type 'JN' when completing the application. Student visas are not available to online students, and current F1 visa holders residing in the U.S. cannot enroll in online programs.",International students residing outside of the U.S. should select the visa type 'JN' when completing the application. Student visas are not available to online students and students currently residing in the U.S. with F1 visas cannot enroll in online programs. Learn more about international student admission.,27,Which visa type should I choose if I am an international student applying to ASU Online?,ASU Online
"No, online students are not eligible for student visas when applying to ASU. Student visas are not available for online students, and students currently residing in the U.S. with F1 visas cannot enroll in online programs.",International students residing outside of the U.S. should select the visa type 'JN' when completing the application. Student visas are not available to online students and students currently residing in the U.S. with F1 visas cannot enroll in online programs. Learn more about international student admission.,27,Are online students eligible for student visas when applying to ASU?,ASU Online
Students currently residing in the U.S. with F1 visas cannot enroll in ASU Online programs.,International students residing outside of the U.S. should select the visa type 'JN' when completing the application. Student visas are not available to online students and students currently residing in the U.S. with F1 visas cannot enroll in online programs. Learn more about international student admission.,27,Can a student with an F1 visa enroll in ASU Online programs?,ASU Online
"International students residing outside of the U.S. should select the visa type 'JN' when applying to ASU Online. Student visas are not available for online students, and students currently in the U.S. on F1 visas cannot enroll in online programs.",International students residing outside of the U.S. should select the visa type 'JN' when completing the application. Student visas are not available to online students and students currently residing in the U.S. with F1 visas cannot enroll in online programs. Learn more about international student admission.,27,What should international students do if they live outside the U.S. regarding their visa type?,ASU Online
"No, the New American University Scholarship is not transferable to online students.",No campus scholarships are transferable to online.,28,Is the New American University Scholarship applicable to online students?,ASU Online
"No, campus scholarships are not transferable to online degree programs.",No campus scholarships are transferable to online.,28,Can I use campus scholarships for online degree programs?,ASU Online
"ASU offers a variety of scholarships, and online students can explore the Scholarships page for more information. However, campus scholarships are not transferable to online programs. Additionally, graduate students may find scholarships from private donors through ASU's scholarship search portal. For undergraduate students, federal student aid or grants are available if they demonstrate exceptional financial need and complete the FAFSA, though the Financial Aid Trust Grant is not available for online students.",No campus scholarships are transferable to online.,28,Are there any scholarships available specifically for online students?,ASU Online
"As an online student at ASU, you may be eligible for several types of financial aid. Undergraduate students can receive gift assistance, also known as federal student aid or grants, provided they demonstrate exceptional financial need and have a complete Free Application for Federal Student Aid (FAFSA) file. However, they do not qualify for the Financial Aid Trust Grant. Graduate students are not eligible for state or federal grants but can access scholarships from private donors through ASU's scholarship search portal, federal student loans, and private education loans. For more detailed information on the types of aid available, it's recommended to visit Arizona State University's Financial Aid and Scholarship Services website.",No campus scholarships are transferable to online.,28,What types of financial aid can I receive as an online student?,ASU Online
"To find out more about online scholarship opportunities at Arizona State University (ASU), you can explore ASU's scholarship search portal, particularly if you are a graduate student. For comprehensive information about financial aid, including various types of scholarships and federal student aid options, it is recommended to visit Arizona State University's Financial Aid and Scholarship Services website.",No campus scholarships are transferable to online.,28,How can I find out more about online scholarship opportunities at ASU?,ASU Online
"Yes, you can enroll in a bachelor's program at ASU Online even if you have already completed one. You will be considered a transfer student during the admission and application process, and you may be able to receive transfer credit for some of the courses from your first bachelor's degree.","Yes, you can earn a second bachelor's degree at ASU Online. You'll be considered a transfer student during the admission and application process. You can also potentially earn transfer credit for some of the courses from your first bachelor's degree.",29,Am I eligible to enroll in a bachelor's program at ASU Online if I have already completed one?,ASU Online
"Yes, it is possible to pursue a second bachelor's degree at ASU Online. If you already have a bachelor's degree from another institution, you will be considered a transfer student during the admission and application process, and you may be able to earn transfer credit for some courses from your first degree.","Yes, you can earn a second bachelor's degree at ASU Online. You'll be considered a transfer student during the admission and application process. You can also potentially earn transfer credit for some of the courses from your first bachelor's degree.",29,Is it possible to pursue a second bachelor's degree at ASU Online?,ASU Online
"Yes, if you apply with a previous bachelor's degree to enroll in a second bachelor's degree program at ASU Online, you will be classified as a transfer student during the admission and application process. You may also be able to earn transfer credit for some of the courses from your first bachelor's degree.","Yes, you can earn a second bachelor's degree at ASU Online. You'll be considered a transfer student during the admission and application process. You can also potentially earn transfer credit for some of the courses from your first bachelor's degree.",29,Will I be classified as a transfer student if I apply with a previous bachelor's degree?,ASU Online
"Yes, you can potentially receive transfer credit for some of the courses taken during your first bachelor's degree when earning a second bachelor's degree at ASU Online. The specific transferability of courses depends on the requirements of the college or school you are enrolled in for your program. You can work with your enrollment coach or academic advisor to get a pre-evaluation of your credits and how they may transfer to ASU Online.","Yes, you can earn a second bachelor's degree at ASU Online. You'll be considered a transfer student during the admission and application process. You can also potentially earn transfer credit for some of the courses from your first bachelor's degree.",29,Can I receive transfer credit for courses taken during my first bachelor's degree?,ASU Online
"If you already have a bachelor's degree from another institution and wish to enroll in a bachelor's degree program at ASU Online, you can certainly do so. You will be considered a transfer student during the admission and application process. Additionally, you may be eligible to earn transfer credit for some of the courses from your first bachelor's degree.","Yes, you can earn a second bachelor's degree at ASU Online. You'll be considered a transfer student during the admission and application process. You can also potentially earn transfer credit for some of the courses from your first bachelor's degree.",29,What is the admission process for someone with an existing bachelor's degree?,ASU Online
"You can apply to ASU Online when you are ready, but there are preferred application deadlines for the fall, spring, and summer terms. Be sure to use the correct application by applying through the ASU Online site.","You can apply when you are ready. There are preferred application deadlines for fall, spring and summer. In order to be sure that you use the correct application, apply from the ASU Online site.",30,Is there a specific timeline for applying to ASU Online?,ASU Online
You should submit your application for ASU Online from the ASU Online site.,"You can apply when you are ready. There are preferred application deadlines for fall, spring and summer. In order to be sure that you use the correct application, apply from the ASU Online site.",30,Where should I submit my application for ASU Online?,ASU Online
"Yes, there are preferred application deadlines for fall, spring, and summer semesters. It is recommended to apply when you are ready and use the correct application from the ASU Online site to ensure all requirements are met.","You can apply when you are ready. There are preferred application deadlines for fall, spring and summer. In order to be sure that you use the correct application, apply from the ASU Online site.",30,Are there deadlines that I should be aware of for the application process?,ASU Online
"The provided CONTEXT does not contain specific information regarding whether you can submit your application at any time of the year. For accurate information, it would be best to contact ASU Online directly or check their official website for their application timelines and procedures.","You can apply when you are ready. There are preferred application deadlines for fall, spring and summer. In order to be sure that you use the correct application, apply from the ASU Online site.",30,Can I submit my application at any time of the year?,ASU Online
"Before applying to ASU Online, you should consider several factors:

1. **Visa Eligibility:** If you are an international student residing outside of the U.S., you cannot use an F1 visa and must select the visa type 'JN' on your application. U.S. student visas are not available for online-only programs.

2. **Financial Planning:** You can estimate potential costs using the Arizona State University tuition calculator. Additionally, you can speak with a financial aid counselor by calling 855-278-5080 to get a better understanding of your financial options.

3. **Admission Requirements:** If you don't meet the standard admission requirements, you can consider the Earned Admission track, which allows entry based on completed coursework. For graduate programs, you need to meet the specific requirements of each program.

4. **Course Format:** Most of ASU Online's courses are offered asynchronously, providing flexibility in log-in times. However, certain classes may have synchronous components or group work that requires scheduling.

5. **Credit Transfer and Nondegree Options:** If you are interested in taking courses for personal enrichment or prerequisites, you may apply as a nondegree student. ASU Online credits are transferrable, but it is up to the receiving institution to accept them.

6. **Previous Applications:** If previously accepted to an on-campus program but not enrolled, your application might have expired, necessitating a new application for the online format.","You can apply when you are ready. There are preferred application deadlines for fall, spring and summer. In order to be sure that you use the correct application, apply from the ASU Online site.",30,What should I consider before applying to ASU Online?,ASU Online
"No, online students are not allowed to live in dormitories or participate in on-campus housing. Dorms and on-campus living are reserved for campus-based students.","Online students can use any Arizona State University campus space open to the public, including Memorial Union, Civic Space Park, University Center buildings and libraries. However, dorms and on-campus living are reserved for campus-based students.Online students also have the opportunity to join ASU clubs and attend campus events, including career fairs and sporting events. Tickets for football games and other athletic events are not included with tuition or discounted for online students. These tickets can be purchased from the ASU athletics website. Learn more about online clubs and #SunDevilNation.",31,Are online students allowed to live in dormitories or participate in on-campus housing?,ASU Online
"Online students at Arizona State University can access any campus space open to the public, including the Memorial Union, Civic Space Park, University Center buildings, and libraries. However, dorms and on-campus living are reserved for campus-based students. Online students also have the opportunity to join ASU clubs and attend campus events, such as career fairs and sporting events, although tickets for athletic events like football games are not included with tuition and must be purchased separately from the ASU athletics website.","Online students can use any Arizona State University campus space open to the public, including Memorial Union, Civic Space Park, University Center buildings and libraries. However, dorms and on-campus living are reserved for campus-based students.Online students also have the opportunity to join ASU clubs and attend campus events, including career fairs and sporting events. Tickets for football games and other athletic events are not included with tuition or discounted for online students. These tickets can be purchased from the ASU athletics website. Learn more about online clubs and #SunDevilNation.",31,What facilities can online students access at Arizona State University?,ASU Online
"Yes, online students have the opportunity to join ASU clubs and attend campus events.","Online students can use any Arizona State University campus space open to the public, including Memorial Union, Civic Space Park, University Center buildings and libraries. However, dorms and on-campus living are reserved for campus-based students.Online students also have the opportunity to join ASU clubs and attend campus events, including career fairs and sporting events. Tickets for football games and other athletic events are not included with tuition or discounted for online students. These tickets can be purchased from the ASU athletics website. Learn more about online clubs and #SunDevilNation.",31,Can online students become members of ASU clubs and organizations?,ASU Online
"Yes, online students are permitted to attend on-campus events and activities at Arizona State University. They can join ASU clubs and attend campus events, including career fairs and sporting events. However, tickets for football games and other athletic events are not included with tuition or discounted for online students, but can be purchased from the ASU athletics website.","Online students can use any Arizona State University campus space open to the public, including Memorial Union, Civic Space Park, University Center buildings and libraries. However, dorms and on-campus living are reserved for campus-based students.Online students also have the opportunity to join ASU clubs and attend campus events, including career fairs and sporting events. Tickets for football games and other athletic events are not included with tuition or discounted for online students. These tickets can be purchased from the ASU athletics website. Learn more about online clubs and #SunDevilNation.",31,Are online students permitted to attend on-campus events and activities?,ASU Online
"Online students at Arizona State University can purchase tickets for athletic events, such as football games, from the ASU athletics website. Tickets are not included with tuition or offered at a discount for online students.","Online students can use any Arizona State University campus space open to the public, including Memorial Union, Civic Space Park, University Center buildings and libraries. However, dorms and on-campus living are reserved for campus-based students.Online students also have the opportunity to join ASU clubs and attend campus events, including career fairs and sporting events. Tickets for football games and other athletic events are not included with tuition or discounted for online students. These tickets can be purchased from the ASU athletics website. Learn more about online clubs and #SunDevilNation.",31,How do online students obtain tickets for athletic events at ASU?,ASU Online
"Students can view their billing statement and pay online through My ASU. For more information on payment options and additional details, visit the Tuition and Billing section on the ASU website.",Students may view their billing statement and pay online through My ASU.Visit Tuition and Billing to learn about payment options and get additional information.,32,When can I expect to receive my billing statement for the courses I registered for?,ASU Online
"Yes, there is a way to view your billing statement online. Students can view their billing statement and pay online through My ASU. For more details, you can visit the Tuition and Billing section to learn about payment options and get additional information.",Students may view their billing statement and pay online through My ASU.Visit Tuition and Billing to learn about payment options and get additional information.,32,Is there a way to view my billing statement online?,ASU Online
"Students are able to view their billing statement and pay online through My ASU. For detailed information about payment options, you should visit the Tuition and Billing section on the ASU website.",Students may view their billing statement and pay online through My ASU.Visit Tuition and Billing to learn about payment options and get additional information.,32,What are the payment options available for my tuition?,ASU Online
"You can access additional information regarding billing by visiting the ""Tuition and Billing"" section on My ASU, where you can learn about payment options and find more information.",Students may view their billing statement and pay online through My ASU.Visit Tuition and Billing to learn about payment options and get additional information.,32,How can I access additional information regarding billing?,ASU Online
You should manage your tuition payments through the My ASU portal. You can view your billing statement and pay online there.,Students may view their billing statement and pay online through My ASU.Visit Tuition and Billing to learn about payment options and get additional information.,32,What platform should I use to manage my tuition payments?,ASU Online
"There is no standard application fee waiver or reduced fee option for the $70 application fee. Fee waivers are only considered on a case-by-case basis. To explore this option, you should contact your enrollment coach for more information.",There is no standard application fee waiver or reduced fee option. Fee waivers are only considered on a case-by-case basis. Contact your enrollment coach for more information.,33,Are there any options to waive or reduce the $70 application fee?,ASU Online
"To find out more about potential fee waivers for your application, contact your enrollment coach, as fee waivers are only considered on a case-by-case basis.",There is no standard application fee waiver or reduced fee option. Fee waivers are only considered on a case-by-case basis. Contact your enrollment coach for more information.,33,How can I find out more about potential fee waivers for my application?,ASU Online
"Yes, the application fee waiver is only available under certain circumstances. Fee waivers are considered on a case-by-case basis. You should contact your enrollment coach for more information.",There is no standard application fee waiver or reduced fee option. Fee waivers are only considered on a case-by-case basis. Contact your enrollment coach for more information.,33,Is the application fee waiver only available under certain circumstances?,ASU Online
"For details regarding fee waivers, you should contact your enrollment coach. Fee waivers are considered only on a case-by-case basis.",There is no standard application fee waiver or reduced fee option. Fee waivers are only considered on a case-by-case basis. Contact your enrollment coach for more information.,33,Who should I contact for details regarding fee waivers?,ASU Online
"There is no standard application fee waiver for the $70 application fee. Fee waivers are only considered on a case-by-case basis, so you would need to contact your enrollment coach for more information.",There is no standard application fee waiver or reduced fee option. Fee waivers are only considered on a case-by-case basis. Contact your enrollment coach for more information.,33,Can I expect a standard application fee waiver when applying?,ASU Online
"Before you can enroll in online classes at Arizona State University, you must first receive an admission decision and enroll in courses for the upcoming semester. To receive an admission decision, you must submit an application to ASU Online, and the admission team will need transcripts from every institution you've attended to complete your application. The process of obtaining these transcripts may take two to three weeks on average. Once your application is complete, it can take anywhere from five business days to four weeks to receive an admission decision, depending on the volume of student applications.","You can start taking classes online after you receive an admission decision and enroll in courses for the upcoming semester at Arizona State University.Once you submit an application to ASU Online, the admission team will need transcripts from every institution you've attended to complete your application. The process of other institutions sending transcripts by mail or electronically through an approved transcripts service may take two to three weeks on average. Once your application is complete, it can take anywhere from five business days to four weeks to receive an admission decision. The time it takes is dependent on the volume of student applications.",34,What steps must I complete before I can enroll in online classes at Arizona State University?,ASU Online
It can take anywhere from five business days to four weeks to receive an admission decision after your application to ASU Online is complete. The time it takes depends on the volume of student applications.,"You can start taking classes online after you receive an admission decision and enroll in courses for the upcoming semester at Arizona State University.Once you submit an application to ASU Online, the admission team will need transcripts from every institution you've attended to complete your application. The process of other institutions sending transcripts by mail or electronically through an approved transcripts service may take two to three weeks on average. Once your application is complete, it can take anywhere from five business days to four weeks to receive an admission decision. The time it takes is dependent on the volume of student applications.",34,How long does it take to receive an admission decision after submitting an application?,ASU Online
"The time taken to process applications at ASU Online can be influenced by several factors, including the time it takes to receive transcripts from every institution you've attended. This process can range from two to three weeks on average. Once an application is complete, the time to receive an admission decision can vary from five business days to four weeks, depending on the volume of student applications at the time.","You can start taking classes online after you receive an admission decision and enroll in courses for the upcoming semester at Arizona State University.Once you submit an application to ASU Online, the admission team will need transcripts from every institution you've attended to complete your application. The process of other institutions sending transcripts by mail or electronically through an approved transcripts service may take two to three weeks on average. Once your application is complete, it can take anywhere from five business days to four weeks to receive an admission decision. The time it takes is dependent on the volume of student applications.",34,What factors influence the time taken to process applications at ASU Online?,ASU Online
The average duration for receiving transcripts from other institutions is two to three weeks.,"You can start taking classes online after you receive an admission decision and enroll in courses for the upcoming semester at Arizona State University.Once you submit an application to ASU Online, the admission team will need transcripts from every institution you've attended to complete your application. The process of other institutions sending transcripts by mail or electronically through an approved transcripts service may take two to three weeks on average. Once your application is complete, it can take anywhere from five business days to four weeks to receive an admission decision. The time it takes is dependent on the volume of student applications.",34,What is the average duration for receiving transcripts from other institutions?,ASU Online
"You can start taking classes at ASU Online after you receive an admission decision and enroll in courses for the upcoming semester. The admission process includes submitting an application and having your previous transcripts sent, which may take some time. Once your application is complete, it can take anywhere from five business days to four weeks to receive an admission decision. After being admitted and clearing any registration holds, you can register for classes according to your assigned enrollment appointment.","You can start taking classes online after you receive an admission decision and enroll in courses for the upcoming semester at Arizona State University.Once you submit an application to ASU Online, the admission team will need transcripts from every institution you've attended to complete your application. The process of other institutions sending transcripts by mail or electronically through an approved transcripts service may take two to three weeks on average. Once your application is complete, it can take anywhere from five business days to four weeks to receive an admission decision. The time it takes is dependent on the volume of student applications.",34,Can I start classes immediately after applying to ASU Online?,ASU Online
"If you were admitted and enrolled in an on-campus program at Arizona State University, you do not need to submit a new application to become an online student at ASU Online. However, if you did not finish the application or were admitted but never attended the university, your application will eventually expire, and you might need to submit a new one in those cases.","If you're admitted and enrolled in an on-campus program, you don't need to submit a new application to become an online student. If you didn't finish the application or you were admitted but never attended Arizona State University, your application will expire over time. This means you might need to submit a new application in these situations.",35,"If I was accepted to a campus program, do I need to reapply for ASU Online?",ASU Online
"If you were admitted to Arizona State University (ASU) but did not attend, your application will eventually expire over time. This means you may need to submit a new application if you wish to attend ASU in the future.","If you're admitted and enrolled in an on-campus program, you don't need to submit a new application to become an online student. If you didn't finish the application or you were admitted but never attended Arizona State University, your application will expire over time. This means you might need to submit a new application in these situations.",35,What happens to my application if I was admitted but didn't attend ASU?,ASU Online
"If you're admitted and enrolled in an on-campus program at Arizona State University, you don't need to submit a new application to transition to ASU Online. However, if you didn't finish the application or were admitted but never attended, your application will expire over time, and you might need to submit a new application in those situations.","If you're admitted and enrolled in an on-campus program, you don't need to submit a new application to become an online student. If you didn't finish the application or you were admitted but never attended Arizona State University, your application will expire over time. This means you might need to submit a new application in these situations.",35,Is a new application required for transitioning to ASU Online from an on-campus program?,ASU Online
"If your ASU application expired due to inactivity, you might need to submit a new application. If you didn't finish the application or you were admitted but never attended Arizona State University, the application will eventually expire, in which case submitting a new application would be necessary.","If you're admitted and enrolled in an on-campus program, you don't need to submit a new application to become an online student. If you didn't finish the application or you were admitted but never attended Arizona State University, your application will expire over time. This means you might need to submit a new application in these situations.",35,What should I do if my ASU application expired due to inactivity?,ASU Online
"If you didn't complete the application process for the on-campus program or if you were admitted but never attended Arizona State University, your application will eventually expire. In such situations, you might need to submit a new application.","If you're admitted and enrolled in an on-campus program, you don't need to submit a new application to become an online student. If you didn't finish the application or you were admitted but never attended Arizona State University, your application will expire over time. This means you might need to submit a new application in these situations.",35,Do I need to resubmit my application if I didn't complete the process for the on-campus program?,ASU Online
The available CONTEXT does not provide information on how many times a year ASU Online offers classes. Please refer to ASU Online's official website or contact their support for this specific information.,"For most programs, ASU Online offers six start dates each year. There are two starts during the spring semester, two during fall and two over the summer. Check the academic calendar for specific dates.",36,How many times a year does ASU Online offer classes?,ASU Online
"For most programs, ASU Online offers six start dates each year: two in the spring semester, two in the fall, and two over the summer. You can check the academic calendar for specific start dates.","For most programs, ASU Online offers six start dates each year. There are two starts during the spring semester, two during fall and two over the summer. Check the academic calendar for specific dates.",36,What are the specific start dates for classes at ASU Online?,ASU Online
"Yes, there are different start times for the spring, fall, and summer semesters at ASU Online. There are two start dates during the spring semester, two during the fall, and two over the summer. You can check the academic calendar for specific dates.","For most programs, ASU Online offers six start dates each year. There are two starts during the spring semester, two during fall and two over the summer. Check the academic calendar for specific dates.",36,"Are there different start times for spring, fall, and summer semesters?",ASU Online
The provided context does not specify how often ASU Online has new classes.,"For most programs, ASU Online offers six start dates each year. There are two starts during the spring semester, two during fall and two over the summer. Check the academic calendar for specific dates.",36,How often does ASU Online have new classes?,ASU Online
"Yes, you can check the academic calendar for ASU Online to find specific dates for class start times.","For most programs, ASU Online offers six start dates each year. There are two starts during the spring semester, two during fall and two over the summer. Check the academic calendar for specific dates.",36,Is there a way to check the academic calendar for ASU Online?,ASU Online
"If your GPA falls short of the required level for your desired major at ASU Online, you have a couple of options. If you meet the general admission requirements for Arizona State University, you can work with an academic advisor to explore your options for the degree you wish to pursue. If you do not meet the general admission requirements for ASU, you can participate in the Earned Admission program. Through this program, you take university courses on the Universal Learner platform. Once you achieve a cumulative GPA of 2.75 in the required number of classes, you will be admitted into a degree program that meets the general admission requirements for ASU Online.","You have a couple of options if you don't meet the GPA required by your major of choice. If you still meet general admission requirements for Arizona State University, you can work with an academic advisor for the degree you want to pursue to explore your options.   If you do not meet general admission requirements for ASU, you can participate in Earned Admission. In this program, you'll take university courses offered on our Universal Learner platform. Once you take the number of classes needed to earn a cumulative 2.75 GPA, you'll be admitted into a general admission requirement degree with ASU Online. From initial registration to admission into ASU, learn how Earned Admission works.",37,What options do I have if my GPA falls short of my desired major for ASU Online?,ASU Online
"If you don't meet the GPA criteria for your chosen degree at ASU Online, you have a couple of options. If you meet the general admission requirements for Arizona State University, you can work with an academic advisor to explore your options for the degree you wish to pursue. If you don't meet the general admission requirements, you can participate in the Earned Admission program. This program allows you to take courses on the Universal Learner platform, and once you achieve a cumulative 2.75 GPA, you can be admitted into a degree program with ASU Online that meets the general admission requirements.","You have a couple of options if you don't meet the GPA required by your major of choice. If you still meet general admission requirements for Arizona State University, you can work with an academic advisor for the degree you want to pursue to explore your options.   If you do not meet general admission requirements for ASU, you can participate in Earned Admission. In this program, you'll take university courses offered on our Universal Learner platform. Once you take the number of classes needed to earn a cumulative 2.75 GPA, you'll be admitted into a general admission requirement degree with ASU Online. From initial registration to admission into ASU, learn how Earned Admission works.",37,Can I gain admission to ASU Online if I don't meet the GPA criteria for my chosen degree?,ASU Online
"If you don't meet the general admission requirements for Arizona State University, you can participate in the Earned Admission program. This program allows you to take university courses offered on the Universal Learner platform. Once you achieve a cumulative 2.75 GPA in the required number of classes, you'll be admitted into a general admission requirement degree with ASU Online.

To begin the process, submit an undergraduate application to ASU. If Earned Admission is suitable for you, an enrollment advisor will reach out with more details on how to proceed.","You have a couple of options if you don't meet the GPA required by your major of choice. If you still meet general admission requirements for Arizona State University, you can work with an academic advisor for the degree you want to pursue to explore your options.   If you do not meet general admission requirements for ASU, you can participate in Earned Admission. In this program, you'll take university courses offered on our Universal Learner platform. Once you take the number of classes needed to earn a cumulative 2.75 GPA, you'll be admitted into a general admission requirement degree with ASU Online. From initial registration to admission into ASU, learn how Earned Admission works.",37,What steps should I take if I don't meet the general admission requirements for ASU?,ASU Online
"Yes, there is a specific program called ""Earned Admission"" that allows students who do not meet the GPA requirements for admission to ASU Online to improve their GPA. Through this performance-based pathway, students can gain admission by taking and passing 12 or 24 credit hours of first-year ASU courses. If you do not meet the general admission requirements for ASU, participating in the Earned Admission program can help you achieve the necessary cumulative GPA of 2.75 for admission into a general admission requirement degree with ASU Online.","You have a couple of options if you don't meet the GPA required by your major of choice. If you still meet general admission requirements for Arizona State University, you can work with an academic advisor for the degree you want to pursue to explore your options.   If you do not meet general admission requirements for ASU, you can participate in Earned Admission. In this program, you'll take university courses offered on our Universal Learner platform. Once you take the number of classes needed to earn a cumulative 2.75 GPA, you'll be admitted into a general admission requirement degree with ASU Online. From initial registration to admission into ASU, learn how Earned Admission works.",37,Is there a specific program that allows students to improve their GPA for admission to ASU Online?,ASU Online
"The Earned Admission program is a performance-based pathway for prospective ASU Online students who do not meet the general admission requirements. Through this program, students can gain admission into ASU by taking and passing 12 or 24 credit hours of first-year ASU courses offered on the Universal Learner platform. Once students achieve a cumulative GPA of 2.75 in these courses, they are admitted into a degree program with general admission requirements via ASU Online. If you think Earned Admission is right for you, an enrollment advisor will provide you with more details after you submit an undergraduate application to ASU.","You have a couple of options if you don't meet the GPA required by your major of choice. If you still meet general admission requirements for Arizona State University, you can work with an academic advisor for the degree you want to pursue to explore your options.   If you do not meet general admission requirements for ASU, you can participate in Earned Admission. In this program, you'll take university courses offered on our Universal Learner platform. Once you take the number of classes needed to earn a cumulative 2.75 GPA, you'll be admitted into a general admission requirement degree with ASU Online. From initial registration to admission into ASU, learn how Earned Admission works.",37,How does the Earned Admission program work for prospective ASU Online students?,ASU Online
"To estimate the cost of your degree at ASU Online before applying, you can use the Arizona State University tuition calculator. This tool will estimate the potential costs based on your program, transfer credits, and course load. Additionally, you can speak with a financial aid counselor by calling 855-278-5080 for more personalized information.","If you're interested in getting an estimated cost before applying or enrolling, we encourage you to use the Arizona State University tuition calculator. The tuition calculator will estimate the potential costs of your degree. You may also get in touch with a financial aid counselor by calling 855-278-5080.",38,How can I estimate the cost of my degree at ASU Online before applying?,ASU Online
"Yes, you can connect with a financial aid advisor prior to your enrollment. You may get in touch with a financial aid counselor by calling 855-278-5080.","If you're interested in getting an estimated cost before applying or enrolling, we encourage you to use the Arizona State University tuition calculator. The tuition calculator will estimate the potential costs of your degree. You may also get in touch with a financial aid counselor by calling 855-278-5080.",38,Is there a way to connect with a financial aid advisor prior to my enrollment?,ASU Online
You should use the Arizona State University tuition calculator to estimate potential tuition costs at ASU.,"If you're interested in getting an estimated cost before applying or enrolling, we encourage you to use the Arizona State University tuition calculator. The tuition calculator will estimate the potential costs of your degree. You may also get in touch with a financial aid counselor by calling 855-278-5080.",38,What tool should I use to calculate potential tuition costs at ASU?,ASU Online
"Yes, you can contact a financial aid counselor before you apply. You can get in touch with a financial aid counselor by calling 855-278-5080.","If you're interested in getting an estimated cost before applying or enrolling, we encourage you to use the Arizona State University tuition calculator. The tuition calculator will estimate the potential costs of your degree. You may also get in touch with a financial aid counselor by calling 855-278-5080.",38,Can I contact a financial aid counselor before I apply?,ASU Online
