answer_llm,answer_orig,document,question,course
"To apply as a nondegree student at Arizona State University (ASU), you will need to follow the process to apply to ASU and be admitted. As a nondegree student, you can take individual courses for prerequisites, to transfer credits, or for personal enrichment, instead of pursuing a full degree program. All classes taken will be for earned credit and listed on an official ASU transcript with the grade earned. You can learn more about nondegree options to find the most suitable path for your educational goals.","Yes, you can attend Arizona State University as a nondegree student in order to take individual courses as prerequisites for a desired program, to transfer to another institution or for personal experience instead of applying and pursuing a full degree program. You will need to apply to ASU and be admitted as an ASU student. All classes taken as a nondegree student will be for earned credit and will be listed on an official ASU transcript with grade earned. Learn more about nondegree options.",26,What is the process for applying as a nondegree student at ASU?,ASU Online
"Yes, the courses you take as a nondegree student at Arizona State University will be credited to an official ASU transcript, along with the grades earned.","Yes, you can attend Arizona State University as a nondegree student in order to take individual courses as prerequisites for a desired program, to transfer to another institution or for personal experience instead of applying and pursuing a full degree program. You will need to apply to ASU and be admitted as an ASU student. All classes taken as a nondegree student will be for earned credit and will be listed on an official ASU transcript with grade earned. Learn more about nondegree options.",26,Will the courses I take as a nondegree student be credited to an ASU transcript?,ASU Online
"Yes, you can take individual classes for personal interest at Arizona State University as a nondegree student. You need to apply and be admitted as a nondegree student in order to attend ASU. All classes taken will be for earned credit and will appear on an official ASU transcript with the grade earned.","Yes, you can attend Arizona State University as a nondegree student in order to take individual courses as prerequisites for a desired program, to transfer to another institution or for personal experience instead of applying and pursuing a full degree program. You will need to apply to ASU and be admitted as an ASU student. All classes taken as a nondegree student will be for earned credit and will be listed on an official ASU transcript with grade earned. Learn more about nondegree options.",26,Can I take individual classes for personal interest at ASU?,ASU Online
"Yes, the grades earned in nondegree courses are reflected on your academic record at ASU. All classes taken as a nondegree student will be for earned credit and will be listed on an official ASU transcript with the grade earned.","Yes, you can attend Arizona State University as a nondegree student in order to take individual courses as prerequisites for a desired program, to transfer to another institution or for personal experience instead of applying and pursuing a full degree program. You will need to apply to ASU and be admitted as an ASU student. All classes taken as a nondegree student will be for earned credit and will be listed on an official ASU transcript with grade earned. Learn more about nondegree options.",26,Are the grades earned in nondegree courses reflected on my academic record at ASU?,ASU Online
"If you are an international student applying for ASU Online and residing outside of the U.S., you should select the visa type 'JN' when completing your application. Student visas are not available to online students, and students currently residing in the U.S. with F1 visas cannot enroll in online programs.",International students residing outside of the U.S. should select the visa type 'JN' when completing the application. Student visas are not available to online students and students currently residing in the U.S. with F1 visas cannot enroll in online programs. Learn more about international student admission.,27,What type of visa do I need if I am an international student applying for ASU Online?,ASU Online
International students currently residing in the U.S. with F1 visas cannot apply for online programs. Online programs at ASU require international students to reside outside of the U.S. when selecting the visa type 'JN' on their application.,International students residing outside of the U.S. should select the visa type 'JN' when completing the application. Student visas are not available to online students and students currently residing in the U.S. with F1 visas cannot enroll in online programs. Learn more about international student admission.,27,Can international students in the U.S. apply for online programs?,ASU Online
"International students residing outside of the U.S. should select the visa type 'JN' when applying from abroad for ASU Online. Student visas are not available to online students, and students currently residing in the U.S. with F1 visas cannot enroll in online programs.",International students residing outside of the U.S. should select the visa type 'JN' when completing the application. Student visas are not available to online students and students currently residing in the U.S. with F1 visas cannot enroll in online programs. Learn more about international student admission.,27,What should I select for my visa type when applying from abroad?,ASU Online
Student visas are not available for online students at ASU.,International students residing outside of the U.S. should select the visa type 'JN' when completing the application. Student visas are not available to online students and students currently residing in the U.S. with F1 visas cannot enroll in online programs. Learn more about international student admission.,27,Are student visas available for online students at ASU?,ASU Online
"International students residing outside of the U.S. should select the visa type 'JN' when applying to ASU Online. Student visas are not available for online students, and those with F1 visas residing in the U.S. cannot enroll in online programs.",International students residing outside of the U.S. should select the visa type 'JN' when completing the application. Student visas are not available to online students and students currently residing in the U.S. with F1 visas cannot enroll in online programs. Learn more about international student admission.,27,What visa type is recommended for those living outside the U.S. during application?,ASU Online
"No, the New American University Scholarship is not transferable to online programs.",No campus scholarships are transferable to online.,28,Can I use the New American University Scholarship for an online program?,ASU Online
"Yes, scholarships are available for online students at ASU. Although campus scholarships do not transfer to online programs, ASU offers a variety of scholarships that online students can apply for. You can explore the ASU Scholarships page for more detailed information. Additionally, for graduate students, scholarships from private donors can be found through ASU's scholarship search portal.",No campus scholarships are transferable to online.,28,Are there any scholarships available for online students?,ASU Online
"ASU Online students may be eligible for various types of financial aid. Undergraduate students can qualify for federal student aid or grants if they demonstrate exceptional financial need and have a complete Free Application for Federal Student Aid (FAFSA) file. However, they are not eligible for the Financial Aid Trust Grant. Graduate students do not qualify for state or federal government grants but can access scholarships from private donors through ASU's scholarship search portal. Both undergraduate and graduate students may be eligible for federal student loans and private education loans. Additional financial aid options can be explored through ASU's Financial Aid and Scholarship Services website.",No campus scholarships are transferable to online.,28,What types of financial aid are available for ASU online?,ASU Online
"Yes, there is a difference in scholarships for campus and online students at ASU. Specifically, no campus scholarships are transferable to online programs. Therefore, campus-based scholarships are not available to students enrolled in online programs.",No campus scholarships are transferable to online.,28,Is there a difference in scholarships for campus and online students?,ASU Online
"ASU offers a variety of scholarships for students, including online students. To learn more about available scholarships and how to apply, you should explore the Scholarships page on ASU's website.",No campus scholarships are transferable to online.,28,How do online students apply for scholarships at ASU?,ASU Online
"Yes, it is possible to pursue a second bachelor's degree at ASU Online if you already hold one. You would be considered a transfer student during the admission and application process, and you might also earn transfer credit for some courses from your first bachelor's degree.","Yes, you can earn a second bachelor's degree at ASU Online. You'll be considered a transfer student during the admission and application process. You can also potentially earn transfer credit for some of the courses from your first bachelor's degree.",29,Is it possible to pursue a second bachelor's degree at ASU Online if I already hold one?,ASU Online
"If you apply to ASU Online with an existing degree, you will be considered a transfer student during the admission and application process. Additionally, you might have the opportunity to earn transfer credit for some of the courses from your first degree.","Yes, you can earn a second bachelor's degree at ASU Online. You'll be considered a transfer student during the admission and application process. You can also potentially earn transfer credit for some of the courses from your first bachelor's degree.",29,What status will I have in the admission process if I apply with an existing degree?,ASU Online
"Yes, you can potentially receive credit for some of your previous courses when enrolling at ASU Online. For undergraduate degrees, ASU accepts a maximum of 64 college credits as transfer credits, although the acceptance depends on the requirements of the college or school for your program. You can work with your enrollment coach or academic advisor to get a pre-evaluation of your credits to see how they may transfer to ASU Online.","Yes, you can earn a second bachelor's degree at ASU Online. You'll be considered a transfer student during the admission and application process. You can also potentially earn transfer credit for some of the courses from your first bachelor's degree.",29,Can I receive credit for some of my previous courses when enrolling at ASU Online?,ASU Online
"Yes, as a transfer student, you will need to go through the application and admission process tailored for transfer students, which involves meeting both university and program-specific requirements. Most transfer students find it relatively straightforward to transfer credits from other institutions. For more details, you can refer to the transfer admission requirements provided by Arizona State University.","Yes, you can earn a second bachelor's degree at ASU Online. You'll be considered a transfer student during the admission and application process. You can also potentially earn transfer credit for some of the courses from your first bachelor's degree.",29,Do I need to go through a different application process as a transfer student?,ASU Online
"To enroll in a second bachelor's degree program at ASU Online, you can apply as a transfer student. During the admission process, you will need to meet university and program-specific requirements, similar to other transfer students. Additionally, you may be able to transfer some credits from your first bachelor's degree, which will be evaluated to determine their applicability to your new program. There are no additional specific requirements mentioned for enrolling in a second bachelor's degree beyond the transfer student criteria.","Yes, you can earn a second bachelor's degree at ASU Online. You'll be considered a transfer student during the admission and application process. You can also potentially earn transfer credit for some of the courses from your first bachelor's degree.",29,Are there any specific requirements for enrolling in a second bachelor's degree program?,ASU Online
"You can apply to ASU Online anytime. However, there are preferred application deadlines for the fall, spring, and summer semesters. It's important to apply using the correct application from the ASU Online site.","You can apply when you are ready. There are preferred application deadlines for fall, spring and summer. In order to be sure that you use the correct application, apply from the ASU Online site.",30,Is there a specific time frame for applying to ASU Online?,ASU Online
"Yes, there are preferred application deadlines for the fall, spring, and summer terms at ASU Online. It is recommended to apply from the ASU Online site to ensure you use the correct application.","You can apply when you are ready. There are preferred application deadlines for fall, spring and summer. In order to be sure that you use the correct application, apply from the ASU Online site.",30,Are there application deadlines for different terms at ASU Online?,ASU Online
"To ensure you are using the correct application for ASU Online, apply directly from the ASU Online site.","You can apply when you are ready. There are preferred application deadlines for fall, spring and summer. In order to be sure that you use the correct application, apply from the ASU Online site.",30,How do I ensure I am using the correct application for ASU Online?,ASU Online
"You can apply to ASU Online when you are ready. However, there are preferred application deadlines for the fall, spring, and summer semesters. To ensure you use the correct application, it's advised to apply from the ASU Online site.","You can apply when you are ready. There are preferred application deadlines for fall, spring and summer. In order to be sure that you use the correct application, apply from the ASU Online site.",30,Can I submit my application to ASU Online whenever I want?,ASU Online
You should apply for ASU Online admissions from the ASU Online site to ensure you are using the correct application.,"You can apply when you are ready. There are preferred application deadlines for fall, spring and summer. In order to be sure that you use the correct application, apply from the ASU Online site.",30,Where should I apply for ASU Online admissions?,ASU Online
Online students are not allowed to live in dorms on campus. Dorms and on-campus living are reserved for campus-based students.,"Online students can use any Arizona State University campus space open to the public, including Memorial Union, Civic Space Park, University Center buildings and libraries. However, dorms and on-campus living are reserved for campus-based students.Online students also have the opportunity to join ASU clubs and attend campus events, including career fairs and sporting events. Tickets for football games and other athletic events are not included with tuition or discounted for online students. These tickets can be purchased from the ASU athletics website. Learn more about online clubs and #SunDevilNation.",31,Are online students allowed to live in dorms on campus?,ASU Online
"Online students can access any Arizona State University campus space that is open to the public. This includes facilities like the Memorial Union, Civic Space Park, University Center buildings, and libraries. However, dorms and on-campus living arrangements are reserved for campus-based students.","Online students can use any Arizona State University campus space open to the public, including Memorial Union, Civic Space Park, University Center buildings and libraries. However, dorms and on-campus living are reserved for campus-based students.Online students also have the opportunity to join ASU clubs and attend campus events, including career fairs and sporting events. Tickets for football games and other athletic events are not included with tuition or discounted for online students. These tickets can be purchased from the ASU athletics website. Learn more about online clubs and #SunDevilNation.",31,What campus facilities can online students access?,ASU Online
"Yes, online students at Arizona State University have the opportunity to join ASU clubs and attend campus events.","Online students can use any Arizona State University campus space open to the public, including Memorial Union, Civic Space Park, University Center buildings and libraries. However, dorms and on-campus living are reserved for campus-based students.Online students also have the opportunity to join ASU clubs and attend campus events, including career fairs and sporting events. Tickets for football games and other athletic events are not included with tuition or discounted for online students. These tickets can be purchased from the ASU athletics website. Learn more about online clubs and #SunDevilNation.",31,Can online students participate in ASU clubs and organizations?,ASU Online
Online students do have to pay for athletic event tickets. Tickets for football games and other athletic events are not included with tuition or discounted for online students and can be purchased from the ASU athletics website.,"Online students can use any Arizona State University campus space open to the public, including Memorial Union, Civic Space Park, University Center buildings and libraries. However, dorms and on-campus living are reserved for campus-based students.Online students also have the opportunity to join ASU clubs and attend campus events, including career fairs and sporting events. Tickets for football games and other athletic events are not included with tuition or discounted for online students. These tickets can be purchased from the ASU athletics website. Learn more about online clubs and #SunDevilNation.",31,Do online students have to pay for athletic event tickets?,ASU Online
"Online students at Arizona State University can attend a variety of campus events. They have the opportunity to join ASU clubs and attend campus events, including career fairs and sporting events. However, tickets for football games and other athletic events are not included with tuition or discounted for online students and must be purchased separately from the ASU athletics website.","Online students can use any Arizona State University campus space open to the public, including Memorial Union, Civic Space Park, University Center buildings and libraries. However, dorms and on-campus living are reserved for campus-based students.Online students also have the opportunity to join ASU clubs and attend campus events, including career fairs and sporting events. Tickets for football games and other athletic events are not included with tuition or discounted for online students. These tickets can be purchased from the ASU athletics website. Learn more about online clubs and #SunDevilNation.",31,What kind of events can online students attend at ASU?,ASU Online
You can view your billing statement and pay online through My ASU after registering for courses. Visit the Tuition and Billing section on the My ASU site for more information on payment options and additional details.,Students may view their billing statement and pay online through My ASU.Visit Tuition and Billing to learn about payment options and get additional information.,32,When can I expect to get my billing statement after registering for courses?,ASU Online
Students can manage their tuition payments online through the My ASU portal. They can view their billing statement and access different payment options by visiting the Tuition and Billing section on the My ASU website.,Students may view their billing statement and pay online through My ASU.Visit Tuition and Billing to learn about payment options and get additional information.,32,What online resources are available for managing my tuition payments?,ASU Online
"You can find information about payment options at ASU by visiting the ""Tuition and Billing"" section on the My ASU portal.",Students may view their billing statement and pay online through My ASU.Visit Tuition and Billing to learn about payment options and get additional information.,32,Where can I find information about payment options at ASU?,ASU Online
You can view your billing information and pay online through My ASU.,Students may view their billing statement and pay online through My ASU.Visit Tuition and Billing to learn about payment options and get additional information.,32,Is there a specific platform where I can view my billing information?,ASU Online
"Students at ASU can pay their tuition fees online by viewing their billing statement and making payments through My ASU. For more information on payment options, students can visit the Tuition and Billing section on the ASU website.",Students may view their billing statement and pay online through My ASU.Visit Tuition and Billing to learn about payment options and get additional information.,32,How do I pay my tuition fees online at ASU?,ASU Online
"There is no standard application fee waiver available for prospective students. Fee waivers are only considered on a case-by-case basis, and you would need to contact your enrollment coach for more information.",There is no standard application fee waiver or reduced fee option. Fee waivers are only considered on a case-by-case basis. Contact your enrollment coach for more information.,33,Is there a standard application fee waiver available for prospective students?,ASU Online
There is no standard application fee waiver or reduced fee option for the application fee. Fee waivers are only considered on a case-by-case basis. You should contact your enrollment coach for more information.,There is no standard application fee waiver or reduced fee option. Fee waivers are only considered on a case-by-case basis. Contact your enrollment coach for more information.,33,Can I receive a reduced fee option for the application fee?,ASU Online
Fee waivers for the $70 application fee are determined on a case-by-case basis. There is no standard fee waiver or reduced fee option. You should contact your enrollment coach for more information about fee waivers.,There is no standard application fee waiver or reduced fee option. Fee waivers are only considered on a case-by-case basis. Contact your enrollment coach for more information.,33,How are fee waivers determined for the application fee?,ASU Online
"For details about application fee waivers, you should contact your enrollment coach. Fee waivers are considered on a case-by-case basis.",There is no standard application fee waiver or reduced fee option. Fee waivers are only considered on a case-by-case basis. Contact your enrollment coach for more information.,33,Who should I contact for details about application fee waivers?,ASU Online
There is no standard application fee waiver available to everyone. Fee waivers are only considered on a case-by-case basis. You should contact your enrollment coach for more information.,There is no standard application fee waiver or reduced fee option. Fee waivers are only considered on a case-by-case basis. Contact your enrollment coach for more information.,33,Are application fee waivers available to everyone who applies?,ASU Online
"To start taking classes at ASU Online, you must first receive an admission decision and enroll in courses for the upcoming semester. The admission process begins after submitting an application, which requires transcripts from all previously attended institutions. The process of gathering these transcripts can take two to three weeks. Once your application is complete, it can take anywhere from five business days to four weeks to receive an admission decision, depending on the volume of student applications.","You can start taking classes online after you receive an admission decision and enroll in courses for the upcoming semester at Arizona State University.Once you submit an application to ASU Online, the admission team will need transcripts from every institution you've attended to complete your application. The process of other institutions sending transcripts by mail or electronically through an approved transcripts service may take two to three weeks on average. Once your application is complete, it can take anywhere from five business days to four weeks to receive an admission decision. The time it takes is dependent on the volume of student applications.",34,What is the process for starting classes at ASU Online?,ASU Online
"After completing your application to Arizona State University, it can take anywhere from five business days to four weeks to receive an admission decision. This timeframe is dependent on the volume of student applications and the completion of your application, including the receipt of transcripts from every institution you've attended.","You can start taking classes online after you receive an admission decision and enroll in courses for the upcoming semester at Arizona State University.Once you submit an application to ASU Online, the admission team will need transcripts from every institution you've attended to complete your application. The process of other institutions sending transcripts by mail or electronically through an approved transcripts service may take two to three weeks on average. Once your application is complete, it can take anywhere from five business days to four weeks to receive an admission decision. The time it takes is dependent on the volume of student applications.",34,How long does it take to receive an admission decision after applying?,ASU Online
"Your ASU Online application is complete when you pay the application fee and ASU receives all of your required transcripts. If you haven't completed an associate degree, you will need to have your official high school transcripts sent to ASU. The transcripts should be sent to Admission Services at Arizona State University, PO Box 870112, Tempe, AZ 85287-0112.","You can start taking classes online after you receive an admission decision and enroll in courses for the upcoming semester at Arizona State University.Once you submit an application to ASU Online, the admission team will need transcripts from every institution you've attended to complete your application. The process of other institutions sending transcripts by mail or electronically through an approved transcripts service may take two to three weeks on average. Once your application is complete, it can take anywhere from five business days to four weeks to receive an admission decision. The time it takes is dependent on the volume of student applications.",34,What documents are required for my ASU Online application?,ASU Online
You can start taking classes online after you receive an admission decision and enroll in courses for the upcoming semester at Arizona State University.,"You can start taking classes online after you receive an admission decision and enroll in courses for the upcoming semester at Arizona State University.Once you submit an application to ASU Online, the admission team will need transcripts from every institution you've attended to complete your application. The process of other institutions sending transcripts by mail or electronically through an approved transcripts service may take two to three weeks on average. Once your application is complete, it can take anywhere from five business days to four weeks to receive an admission decision. The time it takes is dependent on the volume of student applications.",34,How soon can I enroll in courses once admitted?,ASU Online
"The time it takes to process applications at Arizona State University (ASU) is influenced primarily by two factors: the time needed to receive transcripts from every institution you've attended, which might take two to three weeks, and the volume of student applications being processed. Once an application is complete, receiving an admission decision can take anywhere from five business days to four weeks, depending on the number of applications ASU has to review at any given time.","You can start taking classes online after you receive an admission decision and enroll in courses for the upcoming semester at Arizona State University.Once you submit an application to ASU Online, the admission team will need transcripts from every institution you've attended to complete your application. The process of other institutions sending transcripts by mail or electronically through an approved transcripts service may take two to three weeks on average. Once your application is complete, it can take anywhere from five business days to four weeks to receive an admission decision. The time it takes is dependent on the volume of student applications.",34,What factors influence the time it takes to process applications at ASU?,ASU Online
"If you have been admitted and enrolled in an on-campus program at ASU, you do not need to submit a new application to become an online student at ASU Online. However, if you did not complete the application, or you were admitted but never attended Arizona State University, your application may expire over time, and in such cases, you might need to submit a new application.","If you're admitted and enrolled in an on-campus program, you don't need to submit a new application to become an online student. If you didn't finish the application or you were admitted but never attended Arizona State University, your application will expire over time. This means you might need to submit a new application in these situations.",35,Do I need to submit a new application for ASU Online if I was accepted to an on-campus program and enrolled?,ASU Online
"If you were admitted to an on-campus program at Arizona State University but never attended, your application will eventually expire. In this situation, you may need to submit a new application if you decide to enroll in a program at ASU later on.","If you're admitted and enrolled in an on-campus program, you don't need to submit a new application to become an online student. If you didn't finish the application or you were admitted but never attended Arizona State University, your application will expire over time. This means you might need to submit a new application in these situations.",35,What if I was admitted to an on-campus program but never attended ASU?,ASU Online
"If your previous application to ASU Online expired because you didn't finish the application or you were admitted but never attended, you might need to submit a new application.","If you're admitted and enrolled in an on-campus program, you don't need to submit a new application to become an online student. If you didn't finish the application or you were admitted but never attended Arizona State University, your application will expire over time. This means you might need to submit a new application in these situations.",35,Is it necessary to reapply for ASU Online if my previous application expired?,ASU Online
"If you didn't complete your ASU application, it will eventually expire over time. This means you might need to submit a new application if you wish to continue with the admission process.","If you're admitted and enrolled in an on-campus program, you don't need to submit a new application to become an online student. If you didn't finish the application or you were admitted but never attended Arizona State University, your application will expire over time. This means you might need to submit a new application in these situations.",35,What happens to my ASU application if I didn't complete it?,ASU Online
"If you are admitted and enrolled in an on-campus program at Arizona State University, you do not need to submit a new application to transition to becoming an online student.","If you're admitted and enrolled in an on-campus program, you don't need to submit a new application to become an online student. If you didn't finish the application or you were admitted but never attended Arizona State University, your application will expire over time. This means you might need to submit a new application in these situations.",35,Can I transition from an on-campus program to ASU Online without a new application?,ASU Online
"For most programs, ASU Online offers six start dates each year. There are two starts during the spring semester, two during the fall semester, and two over the summer. You can check the academic calendar for specific dates.","For most programs, ASU Online offers six start dates each year. There are two starts during the spring semester, two during fall and two over the summer. Check the academic calendar for specific dates.",36,What is the schedule for class offerings throughout the year?,ASU Online
"For most programs, ASU Online offers six start dates each year. There are two starts during the spring semester, two during the fall, and two over the summer.","For most programs, ASU Online offers six start dates each year. There are two starts during the spring semester, two during fall and two over the summer. Check the academic calendar for specific dates.",36,How many times per year can I start classes at ASU Online?,ASU Online
"For specific dates regarding the academic calendar, you should check the academic calendar itself. ASU Online offers six start dates each year: two starts during the spring semester, two during the fall, and two over the summer.","For most programs, ASU Online offers six start dates each year. There are two starts during the spring semester, two during fall and two over the summer. Check the academic calendar for specific dates.",36,Are there specific dates I should know for the academic calendar?,ASU Online
"Classes are available for enrollment during the spring, fall, and summer semesters, with two start dates each for the spring, fall, and summer, making a total of six start dates each year.","For most programs, ASU Online offers six start dates each year. There are two starts during the spring semester, two during fall and two over the summer. Check the academic calendar for specific dates.",36,During which semesters are classes available for enrollment?,ASU Online
"For most programs, ASU Online offers six start dates each year: two during the spring semester, two during the fall, and two over the summer. To find specific start dates, you can check the academic calendar.","For most programs, ASU Online offers six start dates each year. There are two starts during the spring semester, two during fall and two over the summer. Check the academic calendar for specific dates.",36,Can I find details about start dates for various programs?,ASU Online
"If your GPA doesn't meet the requirements for your chosen major at ASU Online, you have a couple of options. If you meet the general admission requirements for Arizona State University, you can work with an academic advisor for the degree you wish to pursue to explore your options. If you do not meet these general admission requirements, you can participate in the Earned Admission program. In this program, you'll take university courses offered on the Universal Learner platform. Once you achieve a cumulative GPA of 2.75 from the required number of classes, you can be admitted into a general admission requirement degree with ASU Online.","You have a couple of options if you don't meet the GPA required by your major of choice. If you still meet general admission requirements for Arizona State University, you can work with an academic advisor for the degree you want to pursue to explore your options.   If you do not meet general admission requirements for ASU, you can participate in Earned Admission. In this program, you'll take university courses offered on our Universal Learner platform. Once you take the number of classes needed to earn a cumulative 2.75 GPA, you'll be admitted into a general admission requirement degree with ASU Online. From initial registration to admission into ASU, learn how Earned Admission works.",37,What options do I have if my GPA doesn't meet the requirements for my chosen major at ASU Online?,ASU Online
"If you meet the general admission requirements for Arizona State University but not the major-specific GPA, you still have options for admission into ASU Online. You can work with an academic advisor to explore alternative paths for the degree you wish to pursue. Additionally, if you participate in the Earned Admission program, you can take university courses on the Universal Learner platform. By achieving a cumulative GPA of 2.75 through these courses, you'll be admitted to a degree program that meets the general admission requirements for ASU Online.","You have a couple of options if you don't meet the GPA required by your major of choice. If you still meet general admission requirements for Arizona State University, you can work with an academic advisor for the degree you want to pursue to explore your options.   If you do not meet general admission requirements for ASU, you can participate in Earned Admission. In this program, you'll take university courses offered on our Universal Learner platform. Once you take the number of classes needed to earn a cumulative 2.75 GPA, you'll be admitted into a general admission requirement degree with ASU Online. From initial registration to admission into ASU, learn how Earned Admission works.",37,Can I still get into ASU Online if I meet the general admission requirements but not the major-specific GPA?,ASU Online
"The Earned Admission program is a performance-based pathway that allows students who do not meet the GPA or general admission requirements for Arizona State University (ASU) to earn admission. For students with a low GPA, this program offers the opportunity to take ASU courses on the Universal Learner platform. By successfully completing 12 or 24 credit hours and achieving a cumulative GPA of 2.75, students can gain admission into a general admission requirement degree with ASU Online. This pathway provides a way for students to prove their academic ability and work toward full admission to the university.","You have a couple of options if you don't meet the GPA required by your major of choice. If you still meet general admission requirements for Arizona State University, you can work with an academic advisor for the degree you want to pursue to explore your options.   If you do not meet general admission requirements for ASU, you can participate in Earned Admission. In this program, you'll take university courses offered on our Universal Learner platform. Once you take the number of classes needed to earn a cumulative 2.75 GPA, you'll be admitted into a general admission requirement degree with ASU Online. From initial registration to admission into ASU, learn how Earned Admission works.",37,What is the Earned Admission program and how does it work for students with a low GPA?,ASU Online
"If you don't meet the specific GPA required for your degree, there are still ways to explore your options for admission at ASU Online. If you meet the general admission requirements for Arizona State University, you can work with an academic advisor for the degree you want to pursue to discuss your options. Alternatively, if you do not meet the general admission requirements, you can participate in the Earned Admission program. This program allows you to take university courses through the Universal Learner platform. By achieving a cumulative 2.75 GPA in these courses, you can gain admission into a degree program that meets the general admission requirements with ASU Online.","You have a couple of options if you don't meet the GPA required by your major of choice. If you still meet general admission requirements for Arizona State University, you can work with an academic advisor for the degree you want to pursue to explore your options.   If you do not meet general admission requirements for ASU, you can participate in Earned Admission. In this program, you'll take university courses offered on our Universal Learner platform. Once you take the number of classes needed to earn a cumulative 2.75 GPA, you'll be admitted into a general admission requirement degree with ASU Online. From initial registration to admission into ASU, learn how Earned Admission works.",37,How can I explore my options for admission if I don't meet the specific GPA for my degree?,ASU Online
"To gain admission into ASU Online through the Earned Admission program, you need to take courses on ASU's Universal Learner platform until you achieve a cumulative GPA of 2.75. Once you meet this GPA requirement, you can be admitted into a degree program that satisfies the general admission requirements for ASU Online. So, in the context of the Earned Admission program, a cumulative GPA of 2.75 is sufficient for admission.","You have a couple of options if you don't meet the GPA required by your major of choice. If you still meet general admission requirements for Arizona State University, you can work with an academic advisor for the degree you want to pursue to explore your options.   If you do not meet general admission requirements for ASU, you can participate in Earned Admission. In this program, you'll take university courses offered on our Universal Learner platform. Once you take the number of classes needed to earn a cumulative 2.75 GPA, you'll be admitted into a general admission requirement degree with ASU Online. From initial registration to admission into ASU, learn how Earned Admission works.",37,Is a cumulative GPA of 2.75 sufficient for admission into ASU Online through the Earned Admission program?,ASU Online
"To find out the estimated costs before applying to ASU Online, you can use the Arizona State University tuition calculator. This tool will help you estimate the potential costs of your degree. Additionally, you can contact a financial aid counselor by calling 855-278-5080 for more detailed information.","If you're interested in getting an estimated cost before applying or enrolling, we encourage you to use the Arizona State University tuition calculator. The tuition calculator will estimate the potential costs of your degree. You may also get in touch with a financial aid counselor by calling 855-278-5080.",38,How can I find out the estimated costs before I apply to ASU online?,ASU Online
"Yes, you can get in touch with a financial aid advisor prior to enrollment. You can contact a financial aid counselor by calling 855-278-5080.","If you're interested in getting an estimated cost before applying or enrolling, we encourage you to use the Arizona State University tuition calculator. The tuition calculator will estimate the potential costs of your degree. You may also get in touch with a financial aid counselor by calling 855-278-5080.",38,Is there a way to get in touch with a financial aid advisor prior to enrollment?,ASU Online
"Yes, you can estimate the tuition fees for your degree at ASU Online. ASU provides a tuition calculator that you can use to estimate your tuition fees, considering your program, transfer credits, and course load prior to any financial aid, scholarships, or grants. For additional estimates, you can also view their standard cost of attendance.","If you're interested in getting an estimated cost before applying or enrolling, we encourage you to use the Arizona State University tuition calculator. The tuition calculator will estimate the potential costs of your degree. You may also get in touch with a financial aid counselor by calling 855-278-5080.",38,Can I estimate the tuition fees for my degree at ASU online?,ASU Online
"To understand financial aid options before applying, you can visit Arizona State University's Financial Aid page to learn about eligibility for financial aid and how to contact a financial aid counselor. You can also use the ASU tuition calculator to estimate potential costs and explore the Scholarships page for information on various scholarships available. For undergraduate students, it's important to complete the Free Application for Federal Student Aid (FAFSA) to qualify for federal student aid or grants. For graduate students, while state or federal grants are not available, scholarships, federal student loans, and private education loans can be explored.","If you're interested in getting an estimated cost before applying or enrolling, we encourage you to use the Arizona State University tuition calculator. The tuition calculator will estimate the potential costs of your degree. You may also get in touch with a financial aid counselor by calling 855-278-5080.",38,What resources are available to understand financial aid options before applying?,ASU Online
